case_id,category,problem,expected_answer_kind,expected_answer,raw_response,extracted_code,extraction_status,syntax_status,policy_status,execution_status,stdout,observable_status,parsed_answer,score_error,normalized_actual,automated_correct,failure_reason,manual_reviewed,manual_correct,manual_classification,manual_note
confirm-word-07,proportions_and_word_problems,"Compute the exact simple interest on $1200 at 3.5% per year for 4 years, with no compounding.",exact_number,"""168""","from sympy import FiniteDuration, symbols

amount = 1200
rate = 0.035
time = symbols(""t"", nonnegative=True)
result = amount + rate*amount*FiniteDuration(time, years=4)
print(""ANSWER:"", result)","from sympy import FiniteDuration, symbols

amount = 1200
rate = 0.035
time = symbols(""t"", nonnegative=True)
result = amount + rate*amount*FiniteDuration(time, years=4)
print(""ANSWER:"", result)",accepted:raw_python,passed,failed,not_reached,,not_reached,,,,False,policy_rejection,True,False,policy_failure,The non-allowlisted and nonexistent FiniteDuration helper was rejected.
confirm-word-08,proportions_and_word_problems,A theater sold 47 tickets: adult tickets cost $13 and child tickets cost $8. Total revenue was $506. How many adult and child tickets were sold?,variable_mapping,"{""adults"": ""26"", ""children"": ""21""}","from sympy import Eq, symbols, solve

t = symbols(""t"", nonnegative=True)
total_revenue = 506
result = solve(Eq(13*t + (8)*(47 - t), total_revenue), t)[0]
print(""ANSWER:"", result)","from sympy import Eq, symbols, solve

t = symbols(""t"", nonnegative=True)
total_revenue = 506
result = solve(Eq(13*t + (8)*(47 - t), total_revenue), t)[0]
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: 26
",observable,26,malformed_answer,,False,scoring_error:malformed_answer,True,False,mathematically_wrong_answer,Only the adult count was printed; the requested child count is missing.
confirm-word-09,proportions_and_word_problems,"Mira is 4 years older than twice Noah's age, and their ages sum to 34 years. Find both ages.",variable_mapping,"{""Mira"": ""24"", ""Noah"": ""10""}","from sympy import Eq, symbols, solve

x = symbols(""x"", positive=True)
result = solve(Eq(4 + (2)*x, 34), x)[0]
print(""ANSWER:"", result)","from sympy import Eq, symbols, solve

x = symbols(""x"", positive=True)
result = solve(Eq(4 + (2)*x, 34), x)[0]
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: 15
",observable,15,malformed_answer,,False,scoring_error:malformed_answer,True,False,mathematically_wrong_answer,The age-sum relationship was modeled incorrectly and the output is neither age.
confirm-word-10,proportions_and_word_problems,A population of 640 increases once by exactly 12.5%. What is the resulting population?,exact_number,"""720""","from sympy import Eq, Rational, symbols, solve

x = symbols(""x"", nonnegative=True)
result = solve(Eq(640 + (640)*(Rational(1, 10))*12.5, x), x)[0]
print(""ANSWER:"", result)","from sympy import Eq, Rational, symbols, solve

x = symbols(""x"", nonnegative=True)
result = solve(Eq(640 + (640)*(Rational(1, 10))*12.5, x), x)[0]
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: 1440.00000000000
",observable,1440.00000000000,incorrect_answer,1440.00000000000,False,scoring_error:incorrect_answer,True,False,mathematically_wrong_answer,The percentage calculation is incorrect and produces 1440 instead of 720.
confirm-absolute-01,absolute_value_equations,Find all real x satisfying Abs(x + 7) + 3 = 14.,finite_set,"[""-18"", ""4""]","from sympy import Abs, Eq, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(Abs(x + (7)) + (3), 14), x, domain=S.Reals)
print(""ANSWER:"", result)","from sympy import Abs, Eq, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(Abs(x + (7)) + (3), 14), x, domain=S.Reals)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: {-18, 4}
",observable,"{-18, 4}",,"{-18, 4}",True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-absolute-02,absolute_value_equations,"Over the reals, solve 4*Abs(3*x - 2) = 20.",finite_set,"[""-1"", ""7/3""]","from sympy import Abs, Eq, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(4*Abs(3*x - (2)), 20), x, domain=S.Reals)
print(""ANSWER:"", result)","from sympy import Abs, Eq, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(4*Abs(3*x - (2)), 20), x, domain=S.Reals)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: {-1, 7/3}
",observable,"{-1, 7/3}",,"{-1, 7/3}",True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-absolute-03,absolute_value_equations,Determine every real solution of Abs(2*x + 1) = Abs(x - 5).,finite_set,"[""-6"", ""4/3""]","from sympy import Abs, Eq, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(Abs(2*x + (1)), Abs(x - 5)), x, domain=S.Reals)
print(""ANSWER:"", result)","from sympy import Abs, Eq, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(Abs(2*x + (1)), Abs(x - 5)), x, domain=S.Reals)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: {-6, 4/3}
",observable,"{-6, 4/3}",,"{-6, 4/3}",True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-absolute-04,absolute_value_equations,Find the real solution set of Abs(x - 2) + Abs(x + 2) = -1.,finite_set,[],"from sympy import Abs, Eq, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(Abs(x - 2) + Abs(x + 2), -1), x, domain=S.Reals)
print(""ANSWER:"", result)","from sympy import Abs, Eq, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(Abs(x - 2) + Abs(x + 2), -1), x, domain=S.Reals)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: EmptySet
",observable,EmptySet,,EmptySet,True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-absolute-05,absolute_value_equations,Solve Abs(x/2 - 3) = sqrt(3) over the reals with an exact radical answer.,finite_set,"[""6 - 2*sqrt(3)"", ""6 + 2*sqrt(3)""]","from sympy import Abs, Eq, S, solveset, sqrt, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(Abs(x/2 - 3), sqrt(3)), x, domain=S.Reals)
print(""ANSWER:"", result)","from sympy import Abs, Eq, S, solveset, sqrt, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(Abs(x/2 - 3), sqrt(3)), x, domain=S.Reals)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: {6 - 2*sqrt(3), 2*sqrt(3) + 6}
",observable,"{6 - 2*sqrt(3), 2*sqrt(3) + 6}",,"{6 - 2*sqrt(3), 2*sqrt(3) + 6}",True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-absolute-06,absolute_value_equations,Find all real x such that Abs(x - 1) = 2*x + 3.,finite_set,"[""-2/3""]","from sympy import Abs, Eq, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(Abs(x - (1)), 2*x + (3)), x, domain=S.Reals)
print(""ANSWER:"", result)","from sympy import Abs, Eq, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(Abs(x - (1)), 2*x + (3)), x, domain=S.Reals)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: {-2/3}
",observable,{-2/3},,{-2/3},True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-absolute-07,absolute_value_equations,Determine every real solution of Abs(Abs(x) - 3) = 2.,finite_set,"[""-5"", ""-1"", ""1"", ""5""]","from sympy import Abs, Eq, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(Abs(Abs(x) - 3), 2), x, domain=S.Reals)
print(""ANSWER:"", result)","from sympy import Abs, Eq, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(Abs(Abs(x) - 3), 2), x, domain=S.Reals)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: {-5, -1, 1, 5}
",observable,"{-5, -1, 1, 5}",,"{-5, -1, 1, 5}",True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-absolute-08,absolute_value_equations,"Over the reals, solve 2*Abs(3 - x) = 9 exactly.",finite_set,"[""-3/2"", ""15/2""]","from sympy import Abs, Eq, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(2*Abs(3 - x), 9), x, domain=S.Reals)
print(""ANSWER:"", result)","from sympy import Abs, Eq, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(2*Abs(3 - x), 9), x, domain=S.Reals)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: {-3/2, 15/2}
",observable,"{-3/2, 15/2}",,"{-3/2, 15/2}",True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-absolute-09,absolute_value_equations,Find all real x satisfying Abs(x**2 - 4) = 0.,finite_set,"[""-2"", ""2""]","from sympy import Abs, Eq, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(Abs(x**2 - 4), 0), x, domain=S.Reals)
print(""ANSWER:"", result)","from sympy import Abs, Eq, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(Abs(x**2 - 4), 0), x, domain=S.Reals)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: {-2, 2}
",observable,"{-2, 2}",,"{-2, 2}",True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-absolute-10,absolute_value_equations,Solve Abs(2*x - 3) = Abs(x + 4) over the reals.,finite_set,"[""-1/3"", ""7""]","from sympy import Abs, Eq, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(Abs(2*x - (3)), Abs(x + (4))), x, domain=S.Reals)
print(""ANSWER:"", result)","from sympy import Abs, Eq, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(Abs(2*x - (3)), Abs(x + (4))), x, domain=S.Reals)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: {-1/3, 7}
",observable,"{-1/3, 7}",,"{-1/3, 7}",True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-exponent-01,exponents_and_radicals,Find the real x for which 4**(x - 1) = 8**(2 - x).,finite_set,"[""8/5""]","from sympy import Eq, Rational, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(4**(x - 1), 16), x, domain=S.Reals)
print(""ANSWER:"", result)","from sympy import Eq, Rational, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(4**(x - 1), 16), x, domain=S.Reals)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: {3}
",observable,{3},incorrect_answer,{3},False,scoring_error:incorrect_answer,True,False,mathematically_wrong_answer,"The right side was replaced by 16, producing 3 instead of 8/5."
confirm-exponent-02,exponents_and_radicals,Solve 27**(x + 1) = 9**(2*x - 1) over the reals.,finite_set,"[""5""]","from sympy import Eq, Rational, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(27**(x + 1), 9**(2*x - 1)), x, domain=S.Reals)
print(""ANSWER:"", result)","from sympy import Eq, Rational, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(27**(x + 1), 9**(2*x - 1)), x, domain=S.Reals)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: {5}
",observable,{5},,{5},True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-exponent-03,exponents_and_radicals,Determine the real solution of 2**(x + 2) = 8**(x - 1).,finite_set,"[""5/2""]","from sympy import Eq, Rational, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(2**(x + 2), 8**(x - 1)), x, domain=S.Reals)
print(""ANSWER:"", result)","from sympy import Eq, Rational, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(2**(x + 2), 8**(x - 1)), x, domain=S.Reals)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: {5/2}
",observable,{5/2},,{5/2},True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-exponent-04,exponents_and_radicals,"Solve sqrt(3*x + 4) = 5 over the reals, where sqrt is the principal nonnegative root.",finite_set,"[""7""]","from sympy import Eq, S, solveset, sqrt, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(sqrt(3*x + (4)), 5), x, domain=S.Reals)
print(""ANSWER:"", result)","from sympy import Eq, S, solveset, sqrt, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(sqrt(3*x + (4)), 5), x, domain=S.Reals)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: {7}
",observable,{7},,{7},True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-exponent-05,exponents_and_radicals,"Find every real x satisfying sqrt(x + 10) = x - 2, with sqrt interpreted as principal.",finite_set,"[""6""]","from sympy import Eq, S, solveset, sqrt, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(sqrt(x + (10)), x - 2), x, domain=S.Reals)
print(""ANSWER:"", result)","from sympy import Eq, S, solveset, sqrt, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(sqrt(x + (10)), x - 2), x, domain=S.Reals)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: {6}
",observable,{6},,{6},True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-exponent-06,exponents_and_radicals,Solve sqrt(2*x + 3) + 1 = x over the reals using the principal square root.,finite_set,"[""2 + sqrt(6)""]","from sympy import Eq, S, solveset, sqrt, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(sqrt(2*x + (3)), x + 1), x, domain=S.Reals)
print(""ANSWER:"", result)","from sympy import Eq, S, solveset, sqrt, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(sqrt(2*x + (3)), x + 1), x, domain=S.Reals)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: {sqrt(2)}
",observable,{sqrt(2)},incorrect_answer,{sqrt(2)},False,scoring_error:incorrect_answer,True,False,mathematically_wrong_answer,The equation used x + 1 instead of x - 1 and produced sqrt(2).
confirm-exponent-07,exponents_and_radicals,"Find real x satisfying sqrt(x - 1) = sqrt(9 - x), with both roots principal.",finite_set,"[""5""]","from sympy import Eq, S, solveset, sqrt, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(sqrt(x - 1), sqrt(9 - x)), x, domain=S.Reals)
print(""ANSWER:"", result)","from sympy import Eq, S, solveset, sqrt, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(sqrt(x - 1), sqrt(9 - x)), x, domain=S.Reals)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: {5}
",observable,{5},,{5},True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
confirm-exponent-08,exponents_and_radicals,Solve 2**x = 11 over the reals and report x as a decimal approximation.,approximate_numeric,"""3.4594316186372973""","from sympy import Eq, Rational, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(2**x, 11), x, domain=S.Reals)
print(""ANSWER:"", result)","from sympy import Eq, Rational, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(2**x, 11), x, domain=S.Reals)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: {log(11)/log(2)}
",observable,{log(11)/log(2)},malformed_answer,,False,scoring_error:malformed_answer,True,True,scorer_false_negative,The exact singleton log(11)/log(2) equals the requested decimal approximation.
confirm-exponent-09,exponents_and_radicals,"Over the reals, solve sqrt(x + 1) + sqrt(x - 2) = 3 using principal square roots.",finite_set,"[""3""]","from sympy import Eq, S, solveset, sqrt, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(sqrt(x + (1)), 3) + Eq(sqrt(x - (2)), 3), x, domain=S.Reals)
print(""ANSWER:"", result)","from sympy import Eq, S, solveset, sqrt, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(sqrt(x + (1)), 3) + Eq(sqrt(x - (2)), 3), x, domain=S.Reals)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,nonzero_exit,,not_reached,,,,False,execution_error:nonzero_exit,True,False,execution_failure,"Two Equality objects were added, raising a TypeError before output."
confirm-exponent-10,exponents_and_radicals,Find the real solution set of 5**x = -2.,finite_set,[],"from sympy import Eq, Rational, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(5**x, -2), x, domain=S.Reals)
print(""ANSWER:"", result)","from sympy import Eq, Rational, S, solveset, symbols

x = symbols(""x"", real=True)
result = solveset(Eq(5**x, -2), x, domain=S.Reals)
print(""ANSWER:"", result)",accepted:raw_python,passed,passed,ok,"ANSWER: EmptySet
",observable,EmptySet,,EmptySet,True,correct,True,True,confirmed_correct,Observable answer and generated program confirmed.
